Période,Kalman_Smooth_1,Kalman_Smooth_2
2022-03-01,19.723981665656503,128.45052070150354
2022-04-01,19.915469885472415,130.0647990465006
2022-05-01,20.426230620564713,133.4831415934991
2022-06-01,20.98464883247865,137.344260557766
2022-07-01,21.311799058322745,139.45678930592535
2022-08-01,21.421360983827974,140.07380411490183
2022-09-01,21.519227871473124,141.1143679281441
2022-10-01,22.3047491781777,146.51784312677324
2022-11-01,22.709782164706095,149.0564026614869
2022-12-01,22.681040100341725,148.9159669768832
2023-01-01,23.23971113078429,152.67267004073167
2023-02-01,23.724584719787728,155.89683683420964
2023-03-01,24.140361230634934,158.74223499957668
2023-04-01,24.51202761245042,161.14287584169975
2023-05-01,24.480479263199136,160.89971662048006
2023-06-01,24.615432552891185,161.8154373392168
2023-07-01,24.706910575939613,162.49461226821188
2023-08-01,25.263048723003216,166.14845280837744
2023-09-01,25.53667227658993,168.02998211331007
2023-10-01,25.572339381341674,168.37514951072805
2023-11-01,25.609721971426957,168.5108365372583
2023-12-01,25.816329023387823,169.59537963119345
2024-01-01,25.91232867017688,170.3241727095936
2024-02-01,26.203436647483528,172.24812418525264
2024-03-01,26.078298640620236,171.4833801253036
2024-04-01,26.332942330871006,173.16687866165395
2024-05-01,26.392508261076298,173.70732974180484
2024-06-01,26.44778961802612,174.0937589811801
2024-07-01,26.6542240034246,175.43905790318422
2024-08-01,26.797858995059425,176.2456996128498
2024-09-01,26.513488260259127,174.4222872117489
2024-10-01,26.663218753956745,175.43407377159667
2024-11-01,26.734137020966582,175.9682354295929
2024-12-01,26.938809790516693,177.31452044951521
2025-01-01,27.322610001322932,179.91694155415573
2025-02-01,26.845990606594796,176.7403749540099
2025-03-01,26.69579146333238,175.8852298926401
2025-04-01,26.99803229821274,177.7508750775711
